"time","mean","std"
1.3272,0.0904,0.0290
3.024,0.14705,0.0472
6.6024,0.4834,0.1551
21.1554,0.54855,0.1549
45.3222,0.4845,0.1711
92.7024,0.6032,0.1509
165.0012,0.67425,0.2849
236.9724,0.76335,0.3720
334.5258,0.6864,0.3155
502.446,0.63335,0.2786
670.5594,0.55255,0.2094
1005.081,0.64945,0.1293
1342.7652,0.6259,0.1698
1679.307,0.3696,0.0938
2015.244,0.29933,0.1258
2350.7106,0.138825,0.0507
2687.3532,0.035768,0.0032
