"time","mean","std"
1.6464,0.029967,0.0091
2.1504,0.08605,0.0261
9.3576,0.24418,0.0741
22.8984,0.33567,0.1019
46.3596,0.6456,0.2199
100.3002,0.47244,0.1370
168.672,0.598,0.3559
241.0296,0.46966,0.1919
337.1466,0.6232,0.2234
504.2436,0.7095,0.1828
674.3856,0.7481,0.3091
1008.9408,0.7179,0.1476
1348.5108,0.6848,0.1468
1681.8648,0.47523,0.1100
2019.6918,0.6418,0.3603
2181.9798,0.20827,0.0590
2355.381,0.11021,0.0353
2522.0706,0.05798,0.0191
2687.468,0.027757,0.0084
