"time","mean","std"
0.400,0.032711,0.0122
2.2344,0.0763,0.0283
7.8064,0.199,0.0739
44.2008,0.34794,0.0762
92.8648,0.32807,0.1142
164.1976,0.35833,0.1468
237.748,0.29511,0.1388
336.5544,0.28488,0.1143
503.3448,0.28995,0.1216
670.516,0.2986,0.1594
1004.4664,0.25778,0.1079
1341.7656,0.28488,0.0930
1680.1848,0.23188,0.0688
2012.6568,0.22917,0.1149
2183.5296,0.13901,0.1282
2351.0704,0.040663,0.0151
2518.236,0.02312,0.0086
2688,0.01155,0.0043
