"time","mean","std"
0.25,697.8,312.75
0.51,1049.5,212.2
0.84,641.25,88.67
1.02,731.2,123.45
2.01,412.8,69.69
2.13,382.01,63.74
3.01,282.8,47.75
4.01,197.9,33.41
4.1,154.99,20.99
5.99,123.8,20.9
8.01,75.1,12.68
12.04,22.23,2.62
23.98,13.83,1.38
48.06,9.88,1.16
92.71,5.56,0.64
