"time","mean","std"
0.5,9438.35,1916.5
1,9233.45,672.35
1.99,6231.2,1007.4
2.95,4975.6,779.55
3.97,3511.8,681.3
5.97,1824.2,368.55
7.96,1011.9,285.9
11.92,418.8,76.15
16.01,261.4,47.53
23.83,182.16,33.12
48.05,111.49,20.27
96.06,64.26,11.68
