"time","mean","std"
0.375,150.05,27.009
0.879,106.14,19.1052
1.888,56.91,10.2438
2.834,37.85,6.813
3.843,28.48,5.1264
5.987,13.501,2.43018
7.879,8.315,1.4967
11.915,4.529,0.81522
