"kR ","ka ","kC_0 ","kC_P1 ","kP1_C ","kC_P2 ","kP2_C ","Vc","kSC_C ","kSC_0 ","kE_0 ","05mg","100mg","10mg","15mg","1mg","200mg","20mg","2mg","30mg","400mg","48mg","52mg","54mg","56mg","5mg","62mg"
0.00022,0.4232,6.8999,1.8494,0.0023,5.2726,0.0237,3.5,0.0151,0.1521,0.0088,37.686,8.8348,17.4573,13.8079,28.1741,10.5687,31.5546,16.5582,16.9469,9.1004,25.2951,32.551,19.3518,41.978,12.5845,36.8652
