"time","mean","std"
4.39,1.8605,0.00402
11.88,3.1052,1.09287
24.58,2.145,0.29883
97.72,1.1145,0.32109
122.56,1.1915,0.26763
146.96,0.7544,0.0634
171.40,1.0639,0.15386
243.97,0.9741,0.33299
344.21,0.3825,0.07661
504.08,0.1852,0.06368
