"time","mean","std"
4.24,0.5088,0.18286
12.13,0.3067,0.06221
25.28,0.4294,0.09922
97.73,0.2433,0.036
122.75,0.3031,0.10406
146.12,0.27,0.07292
171.6,0.2081,0.03962
243.99,0.1313,0.02969
343.38,0.0535,0.00891
504.04,0.0282,0.00402
