"time","mean","std"
4.25,0.2218,0.05554
12.3,0.2368,0.068672
97.85,0.2627,0.07531
122.89,0.18322,0.0531338
146.52,0.2194,0.07011
172.13,0.14146,0.0410234
244.87,0.06351,0.0184179
343.62,0.0254,0.00419
504.52,0.007,0.00297
