"time","mean","std"
3.89,4.9117,1.89642
6.387,6.216,1.67832
12.252,5.703,0.94821
12.59,6.1241,1.2844
24.7,6.8392,1.16998
48.103,6.993,1.88811
96.353,5.172,1.39644
122.83,3.6506,0.64015
146.87,4.1235,1.52764
171.59,6.0598,1.98273
244.66,1.9699,0.24446
335.865,1.259,0.33993
343.63,0.7839,0.19099
504.62,0.1928,0.0503
